State,Year,Quater,RegisteredUsers,Pincode
karnataka,2020,3,265627,560078
karnataka,2020,3,252246,560076
karnataka,2020,3,223235,560100
karnataka,2020,3,220131,560037
karnataka,2020,3,218963,560043
karnataka,2020,3,215047,560058
karnataka,2020,3,214608,560091
karnataka,2020,3,195179,560064
karnataka,2020,3,193680,560079
karnataka,2020,4,399638,560068
karnataka,2020,4,285544,560078
karnataka,2020,4,270449,560076
karnataka,2020,4,237850,560100
karnataka,2020,4,237440,560043
karnataka,2020,4,232436,560037
karnataka,2020,4,232398,560091
karnataka,2020,4,232252,560058
karnataka,2020,4,211036,560064
karnataka,2020,4,208938,560079
karnataka,2020,1,334481,560068
karnataka,2020,1,234102,560078
karnataka,2020,1,225754,560076
karnataka,2020,1,203140,560037
karnataka,2020,1,202522,560100
karnataka,2020,1,192017,560043
karnataka,2020,1,187340,560058
karnataka,2020,1,185405,560091
karnataka,2020,1,170524,560064
karnataka,2020,1,168340,560079
karnataka,2021,2,455417,560068
karnataka,2021,2,325334,560078
karnataka,2021,2,307509,560076
karnataka,2021,2,270730,560043
karnataka,2021,2,270219,560100
karnataka,2021,2,266790,560091
karnataka,2021,2,266718,560058
karnataka,2021,2,263129,560037
karnataka,2021,2,241325,560064
karnataka,2021,2,238441,560079
karnataka,2021,3,486170,560068
karnataka,2021,3,346840,560078
karnataka,2021,3,327691,560076
karnataka,2021,3,288657,560043
karnataka,2021,3,288418,560100
karnataka,2021,3,285746,560058
karnataka,2021,3,285428,560091
karnataka,2021,3,280067,560037
karnataka,2021,3,257630,560064
karnataka,2021,3,254553,560079
karnataka,2021,4,517115,560068
karnataka,2021,4,368213,560078
karnataka,2021,4,347942,560076
karnataka,2021,4,306734,560100
karnataka,2021,4,306658,560043
karnataka,2021,4,304867,560058
karnataka,2021,4,304250,560091
karnataka,2021,4,297179,560037
karnataka,2021,4,273886,560064
karnataka,2021,4,270655,560079
karnataka,2021,1,427525,560068
karnataka,2021,1,305721,560078
karnataka,2021,1,289205,560076
karnataka,2021,1,254510,560043
karnataka,2021,1,253914,560100
karnataka,2021,1,249839,560091
karnataka,2021,1,249624,560058
karnataka,2021,1,247595,560037
karnataka,2021,1,226588,560064
karnataka,2021,1,223844,560079
karnataka,2018,2,128921,560068
karnataka,2018,2,93771,560037
karnataka,2018,2,84767,560076
karnataka,2018,2,81415,560078
karnataka,2018,2,80283,560100
karnataka,2018,2,64104,560043
karnataka,2018,2,59501,560066
karnataka,2018,2,58732,560058
karnataka,2018,2,56605,560064
karnataka,2018,2,54689,560103
karnataka,2018,3,158659,560068
karnataka,2018,3,112074,560037
karnataka,2018,3,103108,560076
karnataka,2018,3,100291,560078
karnataka,2018,3,98779,560100
karnataka,2018,3,78779,560043
karnataka,2018,3,74965,560058
karnataka,2018,3,72460,560066
karnataka,2018,3,70258,560064
karnataka,2018,3,69754,560091
karnataka,2018,4,201605,560068
karnataka,2018,4,137280,560037
karnataka,2018,4,132105,560076
karnataka,2018,4,130681,560078
karnataka,2018,4,124803,560100
karnataka,2018,4,103571,560043
karnataka,2018,4,98214,560058
karnataka,2018,4,93071,560091
karnataka,2018,4,91185,560064
karnataka,2018,4,91000,560066
karnataka,2018,1,98487,560068
karnataka,2018,1,75304,560037
karnataka,2018,1,65302,560076
karnataka,2018,1,61796,560100
karnataka,2018,1,61759,560078
karnataka,2018,1,48734,560043
karnataka,2018,1,46324,560066
karnataka,2018,1,42625,560064
karnataka,2018,1,42501,560058
karnataka,2018,1,42384,560103
karnataka,2023,2,680831,560068
karnataka,2023,2,480496,560078
karnataka,2023,2,454040,560076
karnataka,2023,2,406762,560058
karnataka,2023,2,404388,560100
karnataka,2023,2,403117,560091
karnataka,2023,2,400445,560043
karnataka,2023,2,386148,560037
karnataka,2023,2,359424,560064
karnataka,2023,2,355839,560079
karnataka,2023,3,705298,560068
karnataka,2023,3,497366,560078
karnataka,2023,3,469520,560076
karnataka,2023,3,422371,560058
karnataka,2023,3,418829,560100
karnataka,2023,3,418290,560091
karnataka,2023,3,414454,560043
karnataka,2023,3,399487,560037
karnataka,2023,3,372461,560064
karnataka,2023,3,368803,560079
karnataka,2023,1,658173,560068
karnataka,2023,1,465268,560078
karnataka,2023,1,439520,560076
karnataka,2023,1,392240,560058
karnataka,2023,1,390945,560100
karnataka,2023,1,389038,560091
karnataka,2023,1,387698,560043
karnataka,2023,1,374285,560037
karnataka,2023,1,347749,560064
karnataka,2023,1,343905,560079
karnataka,2022,2,573310,560068
karnataka,2022,2,407066,560078
karnataka,2022,2,384794,560076
karnataka,2022,2,340381,560100
karnataka,2022,2,339550,560058
karnataka,2022,2,339294,560043
karnataka,2022,2,338150,560091
karnataka,2022,2,328206,560037
karnataka,2022,2,303631,560064
karnataka,2022,2,299960,560079
karnataka,2022,3,601656,560068
karnataka,2022,3,426581,560078
karnataka,2022,3,403229,560076
karnataka,2022,3,357272,560100
karnataka,2022,3,357187,560058
karnataka,2022,3,355534,560043
karnataka,2022,3,355350,560091
karnataka,2022,3,343521,560037
karnataka,2022,3,318618,560064
karnataka,2022,3,314654,560079
karnataka,2022,4,630255,560068
karnataka,2022,4,446189,560078
karnataka,2022,4,421750,560076
karnataka,2022,4,375004,560058
karnataka,2022,4,374427,560100
karnataka,2022,4,372516,560091
karnataka,2022,4,371881,560043
karnataka,2022,4,359061,560037
karnataka,2022,4,333488,560064
karnataka,2022,4,329552,560079
karnataka,2022,1,545827,560068
karnataka,2022,1,388154,560078
karnataka,2022,1,366934,560076
karnataka,2022,1,323960,560100
karnataka,2022,1,323435,560043
karnataka,2022,1,322689,560058
karnataka,2022,1,321685,560091
karnataka,2022,1,313105,560037
karnataka,2022,1,289243,560064
karnataka,2022,1,285716,560079
karnataka,2019,2,263531,560068
karnataka,2019,2,178837,560078
karnataka,2019,2,176066,560076
karnataka,2019,2,170073,560037
karnataka,2019,2,161939,560100
karnataka,2019,2,143778,560043
karnataka,2019,2,138060,560058
karnataka,2019,2,134585,560091
karnataka,2019,2,126663,560064
karnataka,2019,2,125493,560079
karnataka,2019,3,289417,560068
karnataka,2019,3,200025,560078
karnataka,2019,3,194819,560076
karnataka,2019,3,182526,560037
karnataka,2019,3,177026,560100
karnataka,2019,3,161899,560043
karnataka,2019,3,155618,560058
karnataka,2019,3,152819,560091
karnataka,2019,3,143378,560064
karnataka,2019,3,141222,560079
karnataka,2019,4,313673,560068
karnataka,2019,4,218317,560078
karnataka,2019,4,211683,560076
karnataka,2019,4,193752,560037
karnataka,2019,4,191154,560100
karnataka,2019,4,177784,560043
karnataka,2019,4,172754,560058
karnataka,2019,4,170454,560091
karnataka,2019,4,157979,560064
karnataka,2019,4,155676,560079
karnataka,2019,1,237280,560068
karnataka,2019,1,157977,560078
karnataka,2019,1,157367,560076
karnataka,2019,1,156716,560037
karnataka,2019,1,145990,560100
karnataka,2019,1,126199,560043
karnataka,2019,1,120584,560058
karnataka,2019,1,115911,560091
karnataka,2019,1,110644,560064
karnataka,2019,1,109287,560079
madhya-pradesh,2020,2,158954,482002
madhya-pradesh,2020,2,153695,452001
madhya-pradesh,2020,2,144023,455001
madhya-pradesh,2020,2,139367,452010
madhya-pradesh,2020,2,116167,462001
madhya-pradesh,2020,2,111581,457001
madhya-pradesh,2020,2,110268,482001
madhya-pradesh,2020,2,104519,480001
madhya-pradesh,2020,2,98532,452016
madhya-pradesh,2020,2,98080,485001
madhya-pradesh,2020,3,173274,482002
madhya-pradesh,2020,3,162767,452001
madhya-pradesh,2020,3,155823,455001
madhya-pradesh,2020,3,149318,452010
madhya-pradesh,2020,3,127166,462001
madhya-pradesh,2020,3,122974,457001
madhya-pradesh,2020,3,119294,482001
madhya-pradesh,2020,3,114237,480001
madhya-pradesh,2020,3,107317,485001
madhya-pradesh,2020,3,107084,452016
madhya-pradesh,2020,4,188460,482002
madhya-pradesh,2020,4,173333,452001
madhya-pradesh,2020,4,167885,455001
madhya-pradesh,2020,4,160146,452010
madhya-pradesh,2020,4,138574,462001
madhya-pradesh,2020,4,134427,457001
madhya-pradesh,2020,4,128730,482001
madhya-pradesh,2020,4,124525,480001
madhya-pradesh,2020,4,116379,474001
madhya-pradesh,2020,4,116281,452016
madhya-pradesh,2020,1,146207,482002
madhya-pradesh,2020,1,144699,452001
madhya-pradesh,2020,1,130830,455001
madhya-pradesh,2020,1,129645,452010
madhya-pradesh,2020,1,106091,462001
madhya-pradesh,2020,1,101513,482001
madhya-pradesh,2020,1,98886,457001
madhya-pradesh,2020,1,94636,480001
madhya-pradesh,2020,1,90615,485001
madhya-pradesh,2020,1,89460,452016
madhya-pradesh,2021,2,216522,482002
madhya-pradesh,2021,2,198059,452001
madhya-pradesh,2021,2,193208,455001
madhya-pradesh,2021,2,183345,452010
madhya-pradesh,2021,2,159236,462001
madhya-pradesh,2021,2,155865,457001
madhya-pradesh,2021,2,147363,482001
madhya-pradesh,2021,2,143414,480001
madhya-pradesh,2021,2,134469,474001
madhya-pradesh,2021,2,133879,485001
madhya-pradesh,2021,3,231582,482002
madhya-pradesh,2021,3,211664,452001
madhya-pradesh,2021,3,207599,455001
madhya-pradesh,2021,3,196173,452010
madhya-pradesh,2021,3,170393,462001
madhya-pradesh,2021,3,167859,457001
madhya-pradesh,2021,3,157536,482001
madhya-pradesh,2021,3,153878,480001
madhya-pradesh,2021,3,144518,474001
madhya-pradesh,2021,3,143700,485001
madhya-pradesh,2021,4,246911,482002
madhya-pradesh,2021,4,225433,452001
madhya-pradesh,2021,4,222066,455001
madhya-pradesh,2021,4,208931,452010
madhya-pradesh,2021,4,181784,462001
madhya-pradesh,2021,4,179603,457001
madhya-pradesh,2021,4,167796,482001
madhya-pradesh,2021,4,164329,480001
madhya-pradesh,2021,4,154609,474001
madhya-pradesh,2021,4,153628,485001
madhya-pradesh,2021,1,202915,482002
madhya-pradesh,2021,1,185582,452001
madhya-pradesh,2021,1,180488,455001
madhya-pradesh,2021,1,171754,452010
madhya-pradesh,2021,1,149137,462001
madhya-pradesh,2021,1,145248,457001
madhya-pradesh,2021,1,138100,482001
madhya-pradesh,2021,1,134163,480001
madhya-pradesh,2021,1,125599,474001
madhya-pradesh,2021,1,125104,485001
madhya-pradesh,2018,2,55837,452001
madhya-pradesh,2018,2,52677,452010
madhya-pradesh,2018,2,50091,455001
madhya-pradesh,2018,2,49877,482002
madhya-pradesh,2018,2,36311,462001
madhya-pradesh,2018,2,35303,482001
madhya-pradesh,2018,2,33608,457001
madhya-pradesh,2018,2,32883,452016
madhya-pradesh,2018,2,32800,480001
madhya-pradesh,2018,2,32316,485001
madhya-pradesh,2018,3,67243,452001
madhya-pradesh,2018,3,63537,452010
madhya-pradesh,2018,3,61117,455001
madhya-pradesh,2018,3,60999,482002
madhya-pradesh,2018,3,43609,462001
madhya-pradesh,2018,3,43593,482001
madhya-pradesh,2018,3,41975,457001
madhya-pradesh,2018,3,40061,480001
madhya-pradesh,2018,3,39967,452016
madhya-pradesh,2018,3,39351,485001
madhya-pradesh,2018,4,81206,452001
madhya-pradesh,2018,4,77791,482002
madhya-pradesh,2018,4,76811,452010
madhya-pradesh,2018,4,73952,455001
madhya-pradesh,2018,4,54496,462001
madhya-pradesh,2018,4,54390,482001
madhya-pradesh,2018,4,51238,457001
madhya-pradesh,2018,4,50803,480001
madhya-pradesh,2018,4,50329,485001
madhya-pradesh,2018,4,48626,452016
madhya-pradesh,2018,1,42977,452001
madhya-pradesh,2018,1,40850,452010
madhya-pradesh,2018,1,37899,455001
madhya-pradesh,2018,1,37645,482002
madhya-pradesh,2018,1,27351,462001
madhya-pradesh,2018,1,26665,482001
madhya-pradesh,2018,1,25256,452016
madhya-pradesh,2018,1,24909,457001
madhya-pradesh,2018,1,24806,485001
madhya-pradesh,2018,1,24661,462022
madhya-pradesh,2023,2,328764,482002
madhya-pradesh,2023,2,299405,455001
madhya-pradesh,2023,2,298290,452001
madhya-pradesh,2023,2,276442,452010
madhya-pradesh,2023,2,243148,457001
madhya-pradesh,2023,2,242442,462001
madhya-pradesh,2023,2,222664,482001
madhya-pradesh,2023,2,220177,480001
madhya-pradesh,2023,2,208417,474001
madhya-pradesh,2023,2,207361,485001
madhya-pradesh,2023,3,341355,482002
madhya-pradesh,2023,3,311925,455001
madhya-pradesh,2023,3,309315,452001
madhya-pradesh,2023,3,286991,452010
madhya-pradesh,2023,3,253258,457001
madhya-pradesh,2023,3,252027,462001
madhya-pradesh,2023,3,231205,482001
madhya-pradesh,2023,3,228883,480001
madhya-pradesh,2023,3,216725,474001
madhya-pradesh,2023,3,215698,485001
madhya-pradesh,2023,1,317133,482002
madhya-pradesh,2023,1,288286,452001
madhya-pradesh,2023,1,287746,455001
madhya-pradesh,2023,1,266938,452010
madhya-pradesh,2023,1,233726,462001
madhya-pradesh,2023,1,233495,457001
madhya-pradesh,2023,1,215070,482001
madhya-pradesh,2023,1,211859,480001
madhya-pradesh,2023,1,200550,474001
madhya-pradesh,2023,1,199604,485001
madhya-pradesh,2022,2,274815,482002
madhya-pradesh,2022,2,250461,452001
madhya-pradesh,2022,2,248656,455001
madhya-pradesh,2022,2,232223,452010
madhya-pradesh,2022,2,202395,462001
madhya-pradesh,2022,2,201497,457001
madhya-pradesh,2022,2,186815,482001
madhya-pradesh,2022,2,183624,480001
madhya-pradesh,2022,2,173002,474001
madhya-pradesh,2022,2,172044,485001
madhya-pradesh,2022,3,288913,482002
madhya-pradesh,2022,3,263235,452001
madhya-pradesh,2022,3,262081,455001
madhya-pradesh,2022,3,243950,452010
madhya-pradesh,2022,3,212978,462001
madhya-pradesh,2022,3,212433,457001
madhya-pradesh,2022,3,196282,482001
madhya-pradesh,2022,3,193259,480001
madhya-pradesh,2022,3,182361,474001
madhya-pradesh,2022,3,181296,485001
madhya-pradesh,2022,4,303133,482002
madhya-pradesh,2022,4,276072,452001
madhya-pradesh,2022,4,274876,455001
madhya-pradesh,2022,4,255626,452010
madhya-pradesh,2022,4,223606,462001
madhya-pradesh,2022,4,223077,457001
madhya-pradesh,2022,4,205810,482001
madhya-pradesh,2022,4,202602,480001
madhya-pradesh,2022,4,191690,474001
madhya-pradesh,2022,4,190477,485001
madhya-pradesh,2022,1,261115,482002
madhya-pradesh,2022,1,238296,452001
madhya-pradesh,2022,1,235768,455001
madhya-pradesh,2022,1,220888,452010
madhya-pradesh,2022,1,192336,462001
madhya-pradesh,2022,1,190837,457001
madhya-pradesh,2022,1,177586,482001
madhya-pradesh,2022,1,174161,480001
madhya-pradesh,2022,1,164039,474001
madhya-pradesh,2022,1,163020,485001
madhya-pradesh,2019,2,108587,452001
madhya-pradesh,2019,2,104846,482002
madhya-pradesh,2019,2,99616,452010
madhya-pradesh,2019,2,98265,455001
madhya-pradesh,2019,2,75250,462001
madhya-pradesh,2019,2,74711,482001
madhya-pradesh,2019,2,70728,457001
madhya-pradesh,2019,2,69139,480001
madhya-pradesh,2019,2,66578,485001
madhya-pradesh,2019,2,65634,452016
madhya-pradesh,2019,3,122796,452001
madhya-pradesh,2019,3,119882,482002
madhya-pradesh,2019,3,110196,452010
madhya-pradesh,2019,3,109090,455001
madhya-pradesh,2019,3,85889,462001
madhya-pradesh,2019,3,85035,482001
madhya-pradesh,2019,3,80045,457001
madhya-pradesh,2019,3,77495,480001
madhya-pradesh,2019,3,74626,485001
madhya-pradesh,2019,3,73956,452016
madhya-pradesh,2019,4,134323,452001
madhya-pradesh,2019,4,134193,482002
madhya-pradesh,2019,4,120352,452010
madhya-pradesh,2019,4,120057,455001
madhya-pradesh,2019,4,96155,462001
madhya-pradesh,2019,4,93550,482001
madhya-pradesh,2019,4,89121,457001
madhya-pradesh,2019,4,85991,480001
madhya-pradesh,2019,4,82766,485001
madhya-pradesh,2019,4,81668,452016
madhya-pradesh,2019,1,94894,452001
madhya-pradesh,2019,1,92148,482002
madhya-pradesh,2019,1,89541,452010
madhya-pradesh,2019,1,87837,455001
madhya-pradesh,2019,1,65450,462001
madhya-pradesh,2019,1,64389,482001
madhya-pradesh,2019,1,61687,457001
madhya-pradesh,2019,1,60744,480001
madhya-pradesh,2019,1,59332,485001
madhya-pradesh,2019,1,57554,452016
kerala,2020,2,25856,682042
kerala,2020,2,25442,695001
kerala,2020,2,23419,682024
kerala,2020,2,21261,682025
kerala,2020,2,20457,682020
kerala,2020,2,19671,682035
kerala,2020,2,18592,670645
kerala,2020,2,18399,682032
kerala,2020,2,18059,673032
kerala,2020,2,17516,682301
kerala,2020,3,28485,682042
kerala,2020,3,28191,695001
kerala,2020,3,26104,682024
kerala,2020,3,23781,682025
kerala,2020,3,22893,682020
kerala,2020,3,21786,682035
kerala,2020,3,21694,670645
kerala,2020,3,20470,682032
kerala,2020,3,20253,673032
kerala,2020,3,20008,682301
kerala,2020,4,31620,682042
kerala,2020,4,31411,695001
kerala,2020,4,29392,682024
kerala,2020,4,26893,682025
kerala,2020,4,25856,682020
kerala,2020,4,24709,670645
kerala,2020,4,24248,682035
kerala,2020,4,22958,682032
kerala,2020,4,22837,673032
kerala,2020,4,22730,673592
kerala,2020,1,24196,682042
kerala,2020,1,23318,695001
kerala,2020,1,21814,682024
kerala,2020,1,19682,682025
kerala,2020,1,19029,682020
kerala,2020,1,18386,682035
kerala,2020,1,17081,682032
kerala,2020,1,16527,673032
kerala,2020,1,15989,682301
kerala,2020,1,15732,670645
kerala,2021,2,36378,682042
kerala,2021,2,36185,695001
kerala,2021,2,33834,682024
kerala,2021,2,30965,682025
kerala,2021,2,29826,682020
kerala,2021,2,28806,670645
kerala,2021,2,27927,682035
kerala,2021,2,26554,673592
kerala,2021,2,26390,682032
kerala,2021,2,26355,673032
kerala,2021,3,38880,682042
kerala,2021,3,38710,695001
kerala,2021,3,36108,682024
kerala,2021,3,33080,682025
kerala,2021,3,31859,682020
kerala,2021,3,30931,670645
kerala,2021,3,29804,682035
kerala,2021,3,28563,673592
kerala,2021,3,28166,682032
kerala,2021,3,28073,673032
kerala,2021,4,41448,682042
kerala,2021,4,41207,695001
kerala,2021,4,38351,682024
kerala,2021,4,35172,682025
kerala,2021,4,33886,682020
kerala,2021,4,32968,670645
kerala,2021,4,31716,682035
kerala,2021,4,30447,673592
kerala,2021,4,30009,682032
kerala,2021,4,29788,673032
kerala,2021,1,34103,682042
kerala,2021,1,33913,695001
kerala,2021,1,31763,682024
kerala,2021,1,29029,682025
kerala,2021,1,27924,682020
kerala,2021,1,26911,670645
kerala,2021,1,26156,682035
kerala,2021,1,24788,673592
kerala,2021,1,24778,673032
kerala,2021,1,24752,682032
kerala,2018,2,8512,682042
kerala,2018,2,7234,682024
kerala,2018,2,6380,695001
kerala,2018,2,6000,682025
kerala,2018,2,5919,682020
kerala,2018,2,5368,682035
kerala,2018,2,5259,682032
kerala,2018,2,5180,673032
kerala,2018,2,4777,682301
kerala,2018,2,4453,673016
kerala,2018,3,10303,682042
kerala,2018,3,8834,682024
kerala,2018,3,8200,695001
kerala,2018,3,7465,682025
kerala,2018,3,7403,682020
kerala,2018,3,6581,682035
kerala,2018,3,6579,682032
kerala,2018,3,6247,673032
kerala,2018,3,5932,682301
kerala,2018,3,5432,673016
kerala,2018,4,13083,682042
kerala,2018,4,11303,682024
kerala,2018,4,10807,695001
kerala,2018,4,9628,682025
kerala,2018,4,9576,682020
kerala,2018,4,8669,682032
kerala,2018,4,8594,682035
kerala,2018,4,8058,673032
kerala,2018,4,7732,682301
kerala,2018,4,6853,673004
kerala,2018,1,6594,682042
kerala,2018,1,5559,682024
kerala,2018,1,4654,695001
kerala,2018,1,4572,682025
kerala,2018,1,4402,682020
kerala,2018,1,4009,682035
kerala,2018,1,3987,673032
kerala,2018,1,3908,682032
kerala,2018,1,3613,682301
kerala,2018,1,3347,673016
kerala,2023,2,54820,682042
kerala,2023,2,54455,695001
kerala,2023,2,50392,682024
kerala,2023,2,46400,682025
kerala,2023,2,44692,682020
kerala,2023,2,43529,670645
kerala,2023,2,41999,682035
kerala,2023,2,40332,673592
kerala,2023,2,39558,682301
kerala,2023,2,39475,682032
kerala,2023,3,56858,682042
kerala,2023,3,55398,695001
kerala,2023,3,52272,682024
kerala,2023,3,48077,682025
kerala,2023,3,46356,682020
kerala,2023,3,45257,670645
kerala,2023,3,43525,682035
kerala,2023,3,41858,673592
kerala,2023,3,41067,682301
kerala,2023,3,40897,682032
kerala,2023,1,52947,682042
kerala,2023,1,52622,695001
kerala,2023,1,48663,682024
kerala,2023,1,44808,682025
kerala,2023,1,43203,682020
kerala,2023,1,41939,670645
kerala,2023,1,40564,682035
kerala,2023,1,38815,673592
kerala,2023,1,38160,682301
kerala,2023,1,38133,682032
kerala,2022,2,46049,682042
kerala,2022,2,45760,695001
kerala,2022,2,42517,682024
kerala,2022,2,39062,682025
kerala,2022,2,37658,682020
kerala,2022,2,36777,670645
kerala,2022,2,35277,682035
kerala,2022,2,33986,673592
kerala,2022,2,33271,682032
kerala,2022,2,33154,682301
kerala,2022,3,48385,682042
kerala,2022,3,48080,695001
kerala,2022,3,44605,682024
kerala,2022,3,41047,682025
kerala,2022,3,39537,682020
kerala,2022,3,38662,670645
kerala,2022,3,37065,682035
kerala,2022,3,35697,673592
kerala,2022,3,34936,682032
kerala,2022,3,34880,682301
kerala,2022,4,50726,682042
kerala,2022,4,50448,695001
kerala,2022,4,46703,682024
kerala,2022,4,42979,682025
kerala,2022,4,41421,682020
kerala,2022,4,40256,670645
kerala,2022,4,38857,682035
kerala,2022,4,37241,673592
kerala,2022,4,36609,682032
kerala,2022,4,36567,682301
kerala,2022,1,43832,682042
kerala,2022,1,43506,695001
kerala,2022,1,40513,682024
kerala,2022,1,37172,682025
kerala,2022,1,35790,682020
kerala,2022,1,34974,670645
kerala,2022,1,33556,682035
kerala,2022,1,32286,673592
kerala,2022,1,31679,682032
kerala,2022,1,31551,682301
kerala,2019,2,17514,682042
kerala,2019,2,15525,695001
